review_id,product_id,product_type,rating,content,date_relative,date_created,likes,has_comment,picture_count,video_count,position_in_list,site_id,picture_urls,collected_at
1025682824,MLB15238956,catalog,5,"Eu pesquisei muito pra encontrar as melhores marcas de chapinha das 5 melhores marcas a mq 480 ficou entre, primeira e segundo lugar das pesquisas. A minha esposa vai amar essa chapinha que eu comprei de presente 🎁 de aniversário pra ela 😍 já testei e aprovei. Eu recomendo podem comprar sem medo 👍🏻.",Há mais de 1 ano,2024-02-25T16:37:33Z,188,True,2,0,1,MLB,https://http2.mlstatic.com/D_NQ_NP_853639-MLA74602209148_022024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_859647-MLA74602209150_022024-F.jpg,2026-07-22T11:42:05.133069+00:00
58322102,MLB15238956,catalog,5,"Simplesmente maravilhosa, a melhor prancha que já usei até o dia de hoje, completamente superior a babyliss pro nano titanium, a melhor prancha da vida nota 1000, recomendo a todos, essa prancha é super profissional, o trabalho fica perfeito, sem condições de usar outra. Ganhou meu coração.",Há mais de 1 ano,2020-03-22T07:33:15Z,117,True,0,0,2,MLB,,2026-07-22T11:42:05.133069+00:00
954439666,MLB15238956,catalog,5,"Estou usado a uma semana( 22/01/24).
Comprei pra uso profissional tenho salão.
E estou amando o produto.
Aquecimento bom.
Confortável pra usar.
Cabo longo facilita pra uso em cabelos longos.
Quanto a durabilidade ainda não tenho como falar pois faz apenas uma semana de uso. Mas assim que tiver alguma coisa pra passar voltarei aqui para opinar pois consideram muito importante.",Há mais de 1 ano,2024-01-22T18:25:43Z,103,True,0,0,3,MLB,,2026-07-22T11:42:05.133069+00:00
1261151896,MLB15238956,catalog,5,,Há mais de 1 ano,2024-06-13T23:38:34Z,77,False,3,0,4,MLB,https://http2.mlstatic.com/D_NQ_NP_804313-MLA76790328024_062024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_939374-MLA76790328022_062024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_895097-MLA76996605769_062024-F.jpg,2026-07-22T11:42:05.133069+00:00
972370061,MLB15238956,catalog,5,"Maravilhosa, não é a toa que chamam de ""ferrari das chapinhas"". Esquenta bem e mantém a temperatura, perfeita para fazer progressiva. Visor digital, tem vários níveis de temperatura.",Há mais de 1 ano,2024-01-31T18:52:40Z,73,True,1,0,5,MLB,https://http2.mlstatic.com/D_NQ_NP_933070-MLA75512138161_032024-F.jpg,2026-07-22T11:42:05.133069+00:00
540387184,MLB15238956,catalog,5,Perfeita a melhor compra que fiz valeu cada centavo.,Há mais de 1 ano,2023-07-24T03:49:40Z,54,True,2,0,6,MLB,https://http2.mlstatic.com/D_NQ_NP_989579-MLA70730387835_072023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_821990-MLA70699921330_072023-F.jpg,2026-07-22T11:42:05.133069+00:00
1304576650,MLB15238956,catalog,5,"Sou cabeleireira profissional e depois de pesquisar bastante vi que essa prancha é umas das melhores no mercado. Comprei tem duas semanas e estou amando, top. Principalmente para progressiva.
Só não consegui registrar minha garantia ainda, fica dando erro 🙁.",Há mais de 1 ano,2024-07-02T00:30:02Z,45,True,1,0,7,MLB,https://http2.mlstatic.com/D_NQ_NP_784314-MLA77384977153_072024-F.jpg,2026-07-22T11:42:05.133069+00:00
1431311411,MLB15238956,catalog,5,Maravilhosa top.,Há 1 ano,2024-08-25T12:09:58Z,34,True,3,0,8,MLB,https://http2.mlstatic.com/D_NQ_NP_836192-MLA78449558048_082024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_881856-MLA78449212668_082024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_813442-MLA78681427283_082024-F.jpg,2026-07-22T11:42:05.133069+00:00
729408309,MLB15238956,catalog,5,"Perfeita, esquenta super bem, além de ser linda é fácil de manusear.",Há mais de 1 ano,2023-10-18T01:32:24Z,34,True,3,0,9,MLB,https://http2.mlstatic.com/D_NQ_NP_826732-MLA72315443155_102023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_699515-MLA72315528107_102023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_666185-MLA72315538043_102023-F.jpg,2026-07-22T11:42:05.133069+00:00
1344623647,MLB15238956,catalog,4,"Achei estranho pq a caixa não veio embalada,veio aberta.
E a caixa suja. Parecia que já foi usada.",Há mais de 1 ano,2024-07-19T15:15:47Z,32,True,3,0,10,MLB,https://http2.mlstatic.com/D_NQ_NP_636579-MLA77600320226_072024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_698996-MLA77818997299_072024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_772960-MLA77600576494_072024-F.jpg,2026-07-22T11:42:05.133069+00:00
