review_id,product_id,product_type,rating,content,date_relative,date_created,likes,has_comment,picture_count,video_count,position_in_list,site_id,picture_urls,collected_at
1025682824,MLB15238956,catalog,5,"Eu pesquisei muito pra encontrar as melhores marcas de chapinha das 5 melhores marcas a mq 480 ficou entre, primeira e segundo lugar das pesquisas. A minha esposa vai amar essa chapinha que eu comprei de presente 🎁 de aniversário pra ela 😍 já testei e aprovei. Eu recomendo podem comprar sem medo 👍🏻.",Há mais de 1 ano,2024-02-25T16:37:33Z,188,True,2,0,1,MLB,https://http2.mlstatic.com/D_NQ_NP_853639-MLA74602209148_022024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_859647-MLA74602209150_022024-F.jpg,2026-09-01T14:24:03.234889+00:00
954439666,MLB15238956,catalog,5,"Estou usado a uma semana( 22/01/24).
Comprei pra uso profissional tenho salão.
E estou amando o produto.
Aquecimento bom.
Confortável pra usar.
Cabo longo facilita pra uso em cabelos longos.
Quanto a durabilidade ainda não tenho como falar pois faz apenas uma semana de uso. Mas assim que tiver alguma coisa pra passar voltarei aqui para opinar pois consideram muito importante.",Há mais de 1 ano,2024-01-22T18:25:43Z,103,True,0,0,2,MLB,,2026-09-01T14:24:03.234889+00:00
1261151896,MLB15238956,catalog,5,,Há mais de 1 ano,2024-06-13T23:38:34Z,77,False,3,0,3,MLB,https://http2.mlstatic.com/D_NQ_NP_804313-MLA76790328024_062024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_939374-MLA76790328022_062024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_895097-MLA76996605769_062024-F.jpg,2026-09-01T14:24:03.234889+00:00
972370061,MLB15238956,catalog,5,"Maravilhosa, não é a toa que chamam de ""ferrari das chapinhas"". Esquenta bem e mantém a temperatura, perfeita para fazer progressiva. Visor digital, tem vários níveis de temperatura.",Há mais de 1 ano,2024-01-31T18:52:40Z,74,True,1,0,4,MLB,https://http2.mlstatic.com/D_NQ_NP_933070-MLA75512138161_032024-F.jpg,2026-09-01T14:24:03.234889+00:00
540387184,MLB15238956,catalog,5,Perfeita a melhor compra que fiz valeu cada centavo.,Há mais de 1 ano,2023-07-24T03:49:40Z,54,True,2,0,5,MLB,https://http2.mlstatic.com/D_NQ_NP_989579-MLA70730387835_072023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_821990-MLA70699921330_072023-F.jpg,2026-09-01T14:24:03.234889+00:00
1304576650,MLB15238956,catalog,5,"Sou cabeleireira profissional e depois de pesquisar bastante vi que essa prancha é umas das melhores no mercado. Comprei tem duas semanas e estou amando, top. Principalmente para progressiva.
Só não consegui registrar minha garantia ainda, fica dando erro 🙁.",Há mais de 1 ano,2024-07-02T00:30:02Z,45,True,1,0,6,MLB,https://http2.mlstatic.com/D_NQ_NP_784314-MLA77384977153_072024-F.jpg,2026-09-01T14:24:03.234889+00:00
1431311411,MLB15238956,catalog,5,Maravilhosa top.,Há mais de 1 ano,2024-08-25T12:09:58Z,34,True,3,0,7,MLB,https://http2.mlstatic.com/D_NQ_NP_836192-MLA78449558048_082024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_881856-MLA78449212668_082024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_813442-MLA78681427283_082024-F.jpg,2026-09-01T14:24:03.234889+00:00
729408309,MLB15238956,catalog,5,"Perfeita, esquenta super bem, além de ser linda é fácil de manusear.",Há mais de 1 ano,2023-10-18T01:32:24Z,34,True,3,0,8,MLB,https://http2.mlstatic.com/D_NQ_NP_826732-MLA72315443155_102023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_699515-MLA72315528107_102023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_666185-MLA72315538043_102023-F.jpg,2026-09-01T14:24:03.234889+00:00
2102770131,MLB15238956,catalog,5,"Chapinha maravilhosa! aquece super rápido, tem uma ótima regulagem de temperaturas, silenciosa, encaixe perfeito nas mãos e ajusta o encaixe nos fios, pegando até na raiz. Diminuiu bastante meu tempo nas progressivas , deixa um brilho e um balanço incrível. Pesquisei bastante entre essa e a lizze, mais pela melhores avaliações comprei essa e não me arrependo! ela é perfeita.",Há 1 ano,2025-06-13T16:00:10Z,32,True,8,0,9,MLB,https://http2.mlstatic.com/D_NQ_NP_807206-MLA86094018053_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_881402-MLA86094125809_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_786614-MLA85781957868_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_626541-MLA85781957884_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_611874-MLA85781803060_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_838289-MLA86093969089_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_885773-MLA85781889338_062025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_892537-MLA86094076419_062025-F.jpg,2026-09-01T14:24:03.234889+00:00
1344623647,MLB15238956,catalog,4,"Achei estranho pq a caixa não veio embalada,veio aberta.
E a caixa suja. Parecia que já foi usada.",Há mais de 1 ano,2024-07-19T15:15:47Z,32,True,3,0,10,MLB,https://http2.mlstatic.com/D_NQ_NP_636579-MLA77600320226_072024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_698996-MLA77818997299_072024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_772960-MLA77600576494_072024-F.jpg,2026-09-01T14:24:03.234889+00:00
376520233,MLB15238956,catalog,5,Ameii.,Há mais de 1 ano,2023-05-11T15:46:05Z,28,True,1,0,2,MLB,https://http2.mlstatic.com/D_NQ_NP_732543-MLA69366562987_052023-F.jpg,2026-09-01T14:24:03.234889+00:00
1347184234,MLB15238956,catalog,5,Amei a minha prancha ela é perfeita faz cachos maravilhosos super indico.,Há mais de 1 ano,2024-07-18T21:59:09Z,27,True,2,0,3,MLB,https://http2.mlstatic.com/D_NQ_NP_707458-MLA77841562213_072024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_732782-MLA77841829327_072024-F.jpg,2026-09-01T14:24:03.234889+00:00
597771281,MLB15238956,catalog,5,Super recomendo ❤️ esquenta muito.,Há mais de 1 ano,2023-08-15T14:45:01Z,26,True,4,0,4,MLB,https://http2.mlstatic.com/D_NQ_NP_780197-MLA71059550118_082023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_801677-MLA71097109653_082023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_773892-MLA71059550114_082023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_943191-MLA71096763827_082023-F.jpg,2026-09-01T14:24:03.234889+00:00
75869191,MLB15238956,catalog,5,"Amei melhor prancha que usei até hoje, antes levava 4 horas em uma progressiva prancha do horas e horas, agora em 2 horas no máximo 2 horas e meia tá toop e o cabelo fica super liso, ela desliza bem, muito fácil de manusear, não prende nem puxa cabelo e é super linda eu amei, super indico.",Há mais de 1 ano,2020-08-24T21:44:16Z,26,True,0,0,5,MLB,,2026-09-01T14:24:03.234889+00:00
2782884924,MLB15238956,catalog,5,,Há 5 meses,2026-03-07T03:50:44Z,25,False,7,0,6,MLB,https://http2.mlstatic.com/D_NQ_NP_695540-MLA107549025604_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_730292-MLA107548578746_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_875940-MLA107548698040_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_678050-MLA107549084814_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_877472-MLA108275194407_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_965377-MLA107547478282_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_864163-MLA108275194399_032026-F.jpg,2026-09-01T14:24:03.234889+00:00
1948654585,MLB15238956,catalog,5,Amei muito boa alisa rápido e aquece rápido também e tem os níveis de temperatura recomendo.,Há 1 ano,2025-03-27T19:50:32Z,24,True,5,0,7,MLB,https://http2.mlstatic.com/D_NQ_NP_678312-MLA83367030793_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_764694-MLA83367020829_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_801997-MLA83367030791_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_914977-MLA83367069453_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_967074-MLA83076650950_032025-F.jpg,2026-09-01T14:24:03.234889+00:00
1158989986,MLB15238956,catalog,5,"A prancha é maravilhosa , perfeita. Só tive um pouco de dificuldade para ligar ela, mas vi alguns vídeos. E como ela é de uso profissional eu uso ela no máximo em 200 graus celsius pra menos. Muito boa !.",Há mais de 1 ano,2024-04-30T12:17:31Z,23,True,3,0,8,MLB,https://http2.mlstatic.com/D_NQ_NP_877580-MLA76102782889_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_772846-MLA76102782891_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_869392-MLA75926843974_042024-F.jpg,2026-09-01T14:24:03.234889+00:00
521093027,MLB15238956,catalog,5,Maravilhoso facilita muito o trabalho 😃.,Há mais de 1 ano,2023-07-16T20:20:47Z,18,True,2,0,9,MLB,https://http2.mlstatic.com/D_NQ_NP_780748-MLA70526332977_072023-F.jpg | https://http2.mlstatic.com/D_NQ_NP_749576-MLA70526332975_072023-F.jpg,2026-09-01T14:24:03.234889+00:00
1044577040,MLB15238956,catalog,5,"Ela vem bem embalada, a caixa veio com um furo mas nada que atrapalhe.
Essa capinha é um casquinha de veludo e o cabo é bem grande.
O manual de instruções detalha muito bem a forma de uso, a temperatura ideal para cada tipo de cabelo e dica de conservação.
Tem também um mapa com localização das assistências técnicas.
Além de tudo essa cor é linda, ela é bem leve. Eu ameeeei.",Há mais de 1 ano,2024-03-05T23:01:48Z,17,True,4,0,10,MLB,https://http2.mlstatic.com/D_NQ_NP_813725-MLA74801796620_032024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_958651-MLA74936835739_032024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_878019-MLA74801796618_032024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_966745-MLA74801796616_032024-F.jpg,2026-09-01T14:24:03.234889+00:00
1911956027,MLB15238956,catalog,5,Muito bom testei no cabelo da minha filha e ficou top comprem sem medo excelente qualidade esse foi o primeiro teste vou continuar usando pra ver mas já gostei de início.,Há 1 ano,2025-03-13T09:57:00Z,16,True,3,0,1,MLB,https://http2.mlstatic.com/D_NQ_NP_651249-MLA83048748167_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_917061-MLA83048360883_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_781418-MLA83048201935_032025-F.jpg,2026-09-01T14:24:03.234889+00:00
835708662,MLB15238956,catalog,5,"Acho super versátil ela ter mostrador digital com várias opções de temperatura.
Ela é leve prática e linda!!.
Eu mesmo faço progressiva no meu cabelo e ainda a uso para o dia a dia nas temperaturas mais baixas.
Amei!!.",Há mais de 1 ano,2023-12-04T14:09:05Z,16,True,0,0,2,MLB,,2026-09-01T14:24:03.234889+00:00
1935581245,MLB15238956,catalog,5,Maravilhosa super leve amei comparei outra.,Há 1 ano,2025-03-22T15:19:45Z,15,True,2,0,3,MLB,https://http2.mlstatic.com/D_NQ_NP_748868-MLA82960041602_032025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_692889-MLA82960127542_032025-F.jpg,2026-09-01T14:24:03.234889+00:00
1097803262,MLB15238956,catalog,5,"Perfeita!! muito melhor q a l extreme ! cabeleireiros invistam nessa! esquenta rapidamente em 1 passada vc já vê o cabelo liso! além de linda é eficaz,fácil de limpar,não tinha 1 arranhão sequer. Melhor investimento ❤️.",Há mais de 1 ano,2024-04-01T17:11:26Z,15,True,0,0,4,MLB,,2026-09-01T14:24:03.234889+00:00
817937662,MLB15238956,catalog,5,"Recomendo, excelente 👏👏👏👏👏🤩.",Há mais de 1 ano,2023-11-27T02:57:42Z,15,True,0,0,5,MLB,,2026-09-01T14:24:03.234889+00:00
